352
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
529, 23, 15, 0
520, 23, 24, 0
520, 23, 24, 0
520, 23, 24, 0
6, 0, 538, 23
520, 23, 24, 0
1, 0, 543, 23
520, 23, 24, 0
520, 23, 24, 0
0, 0, 544, 23
541, 23, 3, 0
541, 23, 3, 0
2, 0, 542, 23
0, 0, 544, 23
2, 0, 542, 23
0, 0, 544, 23
541, 23, 3, 0
11, 0, 533, 23
0, 0, 544, 23
11, 0, 533, 23
0, 0, 544, 23
11, 0, 533, 23
0, 0, 544, 23
541, 23, 3, 0
5, 0, 539, 23
0, 0, 544, 23
5, 0, 539, 23
0, 0, 544, 23
5, 0, 539, 23
5, 0, 539, 23
0, 0, 544, 23
5, 0, 539, 23
0, 0, 544, 23
541, 23, 3, 0
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
0, 0, 544, 23
9, 0, 535, 23
3, 0, 541, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
0, 0, 544, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
3, 0, 541, 23
9, 0, 535, 23
6, 0, 538, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
4, 0, 540, 23
9, 0, 535, 23
1, 0, 543, 23
8, 0, 536, 23
9, 0, 535, 23
9, 0, 535, 23
3, 0, 541, 23
9, 0, 535, 23
1, 0, 543, 23
9, 0, 535, 23
1, 0, 543, 23
9, 0, 535, 23
8, 0, 536, 23
9, 0, 535, 23
8, 0, 536, 23
9, 0, 535, 23
2, 0, 542, 23
9, 0, 535, 23
1, 0, 543, 23
9, 0, 535, 23
0, 0, 544, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
2, 0, 542, 23
7, 0, 537, 23
0, 0, 544, 23
7, 0, 537, 23
9, 0, 535, 23
0, 0, 544, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
2, 0, 542, 23
7, 0, 537, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
1, 0, 543, 23
1, 0, 543, 23
8, 0, 536, 23
8, 0, 536, 23
8, 0, 536, 23
8, 0, 536, 23
8, 0, 536, 23
8, 0, 536, 23
8, 0, 536, 23
9, 0, 535, 23
8, 0, 536, 23
8, 0, 536, 23
9, 0, 535, 23
8, 0, 536, 23
8, 0, 536, 23
9, 0, 535, 23
9, 0, 535, 23
9, 0, 535, 23
541, 23, 3, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
0, 0, 544, 23
544, 23, 0, 0
544, 23, 0, 0
544, 23, 0, 0
527, 23, 17, 0
527, 23, 17, 0
527, 23, 17, 0
0, 0, 544, 23
0, 0, 544, 23
2, 0, 542, 23
2, 0, 542, 23
2, 0, 542, 23
5, 0, 539, 23
5, 0, 539, 23
1, 0, 543, 23
465, 13, 79, 10
1, 0, 543, 23
464, 13, 80, 10
464, 13, 80, 10
464, 13, 80, 10
464, 13, 80, 10
464, 13, 80, 10
464, 13, 80, 10
461, 13, 83, 10
243, 0, 301, 23
243, 0, 301, 23
242, 1, 302, 22
242, 1, 302, 22
15, 0, 529, 23
15, 0, 529, 23
5, 13, 539, 10
5, 13, 539, 10
163, 0, 381, 23
163, 0, 381, 23
242, 0, 302, 23
242, 0, 302, 23
1, 0, 543, 23
463, 13, 81, 10
242, 10, 302, 13
242, 10, 302, 13
74, 10, 470, 13
74, 10, 470, 13
74, 10, 470, 13
80, 0, 464, 23
80, 0, 464, 23
80, 0, 464, 23
1, 0, 543, 23
1, 0, 543, 23
3, 0, 541, 23
3, 0, 541, 23
3, 0, 541, 23
3, 0, 541, 23
3, 0, 541, 23
